actor_id,first_name,film_id
58,CHRISTIAN,175
58,CHRISTIAN,199
58,CHRISTIAN,235
58,CHRISTIAN,242
58,CHRISTIAN,243
58,CHRISTIAN,254
58,CHRISTIAN,306
58,CHRISTIAN,316
58,CHRISTIAN,417
58,CHRISTIAN,426
58,CHRISTIAN,460
58,CHRISTIAN,477
58,CHRISTIAN,541
58,CHRISTIAN,549
58,CHRISTIAN,551
58,CHRISTIAN,553
58,CHRISTIAN,578
58,CHRISTIAN,602
58,CHRISTIAN,632
58,CHRISTIAN,635
58,CHRISTIAN,638
58,CHRISTIAN,698
58,CHRISTIAN,726
58,CHRISTIAN,755
58,CHRISTIAN,800
58,CHRISTIAN,856
58,CHRISTIAN,858
59,DUSTIN,5
59,DUSTIN,46
59,DUSTIN,54
59,DUSTIN,72
59,DUSTIN,88
59,DUSTIN,121
59,DUSTIN,129
59,DUSTIN,130
59,DUSTIN,183
59,DUSTIN,210
59,DUSTIN,241
59,DUSTIN,295
59,DUSTIN,418
59,DUSTIN,572
59,DUSTIN,644
59,DUSTIN,650
59,DUSTIN,689
59,DUSTIN,694
59,DUSTIN,702
59,DUSTIN,713
59,DUSTIN,749
59,DUSTIN,772
59,DUSTIN,853
59,DUSTIN,862
59,DUSTIN,943
59,DUSTIN,946
59,DUSTIN,984
60,HENRY,31
60,HENRY,85
60,HENRY,133
60,HENRY,142
60,HENRY,177
60,HENRY,179
60,HENRY,186
60,HENRY,222
60,HENRY,235
60,HENRY,239
60,HENRY,253
60,HENRY,262
60,HENRY,297
60,HENRY,299
60,HENRY,334
60,HENRY,376
60,HENRY,423
60,HENRY,436
60,HENRY,493
60,HENRY,534
60,HENRY,551
60,HENRY,658
60,HENRY,665
60,HENRY,679
60,HENRY,754
60,HENRY,771
60,HENRY,783
60,HENRY,784
60,HENRY,805
60,HENRY,830
60,HENRY,835
60,HENRY,928
60,HENRY,952
60,HENRY,971
60,HENRY,986
61,CHRISTIAN,235
61,CHRISTIAN,237
61,CHRISTIAN,307
61,CHRISTIAN,362
61,CHRISTIAN,372
61,CHRISTIAN,374
61,CHRISTIAN,423
61,CHRISTIAN,433
61,CHRISTIAN,508
61,CHRISTIAN,518
61,CHRISTIAN,519
61,CHRISTIAN,535
61,CHRISTIAN,537
61,CHRISTIAN,585
61,CHRISTIAN,639
61,CHRISTIAN,648
61,CHRISTIAN,649
61,CHRISTIAN,703
61,CHRISTIAN,752
61,CHRISTIAN,766
61,CHRISTIAN,767
61,CHRISTIAN,780
61,CHRISTIAN,831
61,CHRISTIAN,832
61,CHRISTIAN,990
62,JAYNE,6
62,JAYNE,42
62,JAYNE,54
62,JAYNE,100
62,JAYNE,101
62,JAYNE,129
62,JAYNE,198
62,JAYNE,211
62,JAYNE,231
62,JAYNE,272
62,JAYNE,295
62,JAYNE,337
62,JAYNE,375
62,JAYNE,385
62,JAYNE,393
62,JAYNE,398
62,JAYNE,406
62,JAYNE,413
62,JAYNE,428
62,JAYNE,445
62,JAYNE,457
62,JAYNE,465
62,JAYNE,688
62,JAYNE,707
62,JAYNE,719
62,JAYNE,951
62,JAYNE,981
62,JAYNE,988
62,JAYNE,990
63,CAMERON,73
63,CAMERON,134
63,CAMERON,167
63,CAMERON,208
63,CAMERON,225
63,CAMERON,248
63,CAMERON,249
63,CAMERON,278
63,CAMERON,392
63,CAMERON,517
63,CAMERON,633
63,CAMERON,763
63,CAMERON,781
63,CAMERON,809
63,CAMERON,893
63,CAMERON,932
63,CAMERON,944
63,CAMERON,945
63,CAMERON,981
64,RAY,3
64,RAY,10
64,RAY,37
64,RAY,87
64,RAY,88
64,RAY,124
64,RAY,197
64,RAY,280
64,RAY,291
64,RAY,307
64,RAY,335
64,RAY,345
64,RAY,448
64,RAY,469
64,RAY,471
64,RAY,506
64,RAY,543
64,RAY,557
64,RAY,569
64,RAY,572
64,RAY,597
64,RAY,616
64,RAY,646
64,RAY,694
64,RAY,832
64,RAY,852
64,RAY,860
64,RAY,921
64,RAY,925
64,RAY,980
65,ANGELA,39
65,ANGELA,46
65,ANGELA,97
65,ANGELA,106
65,ANGELA,117
65,ANGELA,125
65,ANGELA,158
65,ANGELA,276
65,ANGELA,305
65,ANGELA,338
65,ANGELA,347
65,ANGELA,371
65,ANGELA,398
65,ANGELA,471
65,ANGELA,475
65,ANGELA,476
65,ANGELA,491
65,ANGELA,496
65,ANGELA,516
65,ANGELA,517
65,ANGELA,541
65,ANGELA,556
65,ANGELA,571
65,ANGELA,577
65,ANGELA,615
65,ANGELA,658
65,ANGELA,683
65,ANGELA,694
65,ANGELA,714
65,ANGELA,735
65,ANGELA,852
65,ANGELA,938
65,ANGELA,951
65,ANGELA,965
66,MARY,55
66,MARY,143
66,MARY,207
66,MARY,226
66,MARY,229
66,MARY,230
66,MARY,283
66,MARY,300
66,MARY,342
66,MARY,350
66,MARY,361
66,MARY,376
66,MARY,424
66,MARY,434
66,MARY,553
66,MARY,608
66,MARY,676
66,MARY,697
66,MARY,706
66,MARY,725
66,MARY,769
66,MARY,793
66,MARY,829
66,MARY,871
66,MARY,909
66,MARY,915
66,MARY,928
66,MARY,951
66,MARY,957
66,MARY,960
66,MARY,999
67,JESSICA,24
67,JESSICA,57
67,JESSICA,67
67,JESSICA,144
67,JESSICA,242
67,JESSICA,244
67,JESSICA,256
67,JESSICA,408
67,JESSICA,477
67,JESSICA,496
67,JESSICA,512
67,JESSICA,576
67,JESSICA,601
67,JESSICA,725
67,JESSICA,726
67,JESSICA,731
67,JESSICA,766
67,JESSICA,861
67,JESSICA,870
67,JESSICA,915
67,JESSICA,945
67,JESSICA,972
67,JESSICA,981
68,RIP,9
68,RIP,45
68,RIP,133
68,RIP,161
68,RIP,205
68,RIP,213
68,RIP,215
68,RIP,255
68,RIP,296
68,RIP,315
68,RIP,325
68,RIP,331
68,RIP,347
68,RIP,357
68,RIP,378
68,RIP,380
68,RIP,386
68,RIP,396
68,RIP,435
68,RIP,497
68,RIP,607
68,RIP,654
68,RIP,665
68,RIP,671
68,RIP,706
68,RIP,747
68,RIP,834
68,RIP,839
68,RIP,840
68,RIP,971
69,KENNETH,15
69,KENNETH,88
69,KENNETH,111
69,KENNETH,202
69,KENNETH,236
69,KENNETH,292
69,KENNETH,300
69,KENNETH,306
69,KENNETH,374
69,KENNETH,396
69,KENNETH,452
69,KENNETH,466
69,KENNETH,529
69,KENNETH,612
69,KENNETH,720
69,KENNETH,722
69,KENNETH,761
69,KENNETH,791
69,KENNETH,864
69,KENNETH,877
69,KENNETH,914
70,MICHELLE,50
70,MICHELLE,53
70,MICHELLE,92
70,MICHELLE,202
70,MICHELLE,227
70,MICHELLE,249
70,MICHELLE,290
70,MICHELLE,304
70,MICHELLE,343
70,MICHELLE,414
70,MICHELLE,453
70,MICHELLE,466
70,MICHELLE,504
70,MICHELLE,584
70,MICHELLE,628
70,MICHELLE,654
70,MICHELLE,725
70,MICHELLE,823
70,MICHELLE,834
70,MICHELLE,856
70,MICHELLE,869
70,MICHELLE,953
70,MICHELLE,964
71,ADAM,26
71,ADAM,52
71,ADAM,233
71,ADAM,317
71,ADAM,359
71,ADAM,362
71,ADAM,385
71,ADAM,399
71,ADAM,450
71,ADAM,532
71,ADAM,560
71,ADAM,574
71,ADAM,638
71,ADAM,773
71,ADAM,833
71,ADAM,874
71,ADAM,918
71,ADAM,956
72,SEAN,34
72,SEAN,144
72,SEAN,237
72,SEAN,249
72,SEAN,286
72,SEAN,296
72,SEAN,325
72,SEAN,331
72,SEAN,405
72,SEAN,450
72,SEAN,550
72,SEAN,609
72,SEAN,623
72,SEAN,636
72,SEAN,640
72,SEAN,665
72,SEAN,718
72,SEAN,743
72,SEAN,757
72,SEAN,773
72,SEAN,854
72,SEAN,865
72,SEAN,938
72,SEAN,956
72,SEAN,964
72,SEAN,969
73,GARY,36
73,GARY,45
73,GARY,51
73,GARY,77
73,GARY,148
73,GARY,245
73,GARY,275
73,GARY,322
73,GARY,374
73,GARY,379
73,GARY,467
73,GARY,548
73,GARY,561
73,GARY,562
73,GARY,565
73,GARY,627
73,GARY,666
73,GARY,667
73,GARY,707
73,GARY,748
73,GARY,772
73,GARY,823
73,GARY,936
73,GARY,946
73,GARY,950
73,GARY,998
74,MILLA,28
74,MILLA,44
74,MILLA,117
74,MILLA,185
74,MILLA,192
74,MILLA,203
74,MILLA,263
74,MILLA,321
74,MILLA,415
74,MILLA,484
74,MILLA,503
74,MILLA,537
74,MILLA,543
74,MILLA,617
74,MILLA,626
74,MILLA,637
74,MILLA,663
74,MILLA,704
74,MILLA,720
74,MILLA,747
74,MILLA,780
74,MILLA,804
74,MILLA,834
74,MILLA,836
74,MILLA,848
74,MILLA,872
74,MILLA,902
74,MILLA,956
75,BURT,12
75,BURT,34
75,BURT,143
75,BURT,170
75,BURT,222
75,BURT,301
75,BURT,347
75,BURT,372
75,BURT,436
75,BURT,445
75,BURT,446
75,BURT,492
75,BURT,498
75,BURT,508
75,BURT,541
75,BURT,547
75,BURT,579
75,BURT,645
75,BURT,667
75,BURT,744
75,BURT,764
75,BURT,780
75,BURT,870
75,BURT,920
76,ANGELINA,60
76,ANGELINA,66
76,ANGELINA,68
76,ANGELINA,95
76,ANGELINA,122
76,ANGELINA,187
76,ANGELINA,223
76,ANGELINA,234
76,ANGELINA,251
76,ANGELINA,348
76,ANGELINA,444
76,ANGELINA,464
76,ANGELINA,474
76,ANGELINA,498
76,ANGELINA,568
76,ANGELINA,604
76,ANGELINA,606
76,ANGELINA,642
76,ANGELINA,648
76,ANGELINA,650
76,ANGELINA,709
76,ANGELINA,760
76,ANGELINA,765
76,ANGELINA,781
76,ANGELINA,850
76,ANGELINA,862
76,ANGELINA,866
76,ANGELINA,870
76,ANGELINA,912
76,ANGELINA,935
76,ANGELINA,958
77,CARY,13
77,CARY,22
77,CARY,40
77,CARY,73
77,CARY,78
77,CARY,153
77,CARY,224
77,CARY,240
77,CARY,245
77,CARY,261
77,CARY,343
77,CARY,442
77,CARY,458
77,CARY,538
77,CARY,566
77,CARY,612
77,CARY,635
77,CARY,694
77,CARY,749
77,CARY,938
77,CARY,943
77,CARY,963
77,CARY,969
77,CARY,993
78,GROUCHO,86
78,GROUCHO,239
78,GROUCHO,260
78,GROUCHO,261
78,GROUCHO,265
78,GROUCHO,301
78,GROUCHO,387
78,GROUCHO,393
78,GROUCHO,428
78,GROUCHO,457
78,GROUCHO,505
78,GROUCHO,520
78,GROUCHO,530
78,GROUCHO,549
78,GROUCHO,552
78,GROUCHO,599
78,GROUCHO,670
78,GROUCHO,674
78,GROUCHO,689
78,GROUCHO,762
78,GROUCHO,767
78,GROUCHO,811
78,GROUCHO,852
78,GROUCHO,880
78,GROUCHO,963
78,GROUCHO,968
79,MAE,32
79,MAE,33
79,MAE,40
79,MAE,141
79,MAE,205
79,MAE,230
79,MAE,242
79,MAE,262
79,MAE,267
79,MAE,269
79,MAE,299
79,MAE,367
79,MAE,428
79,MAE,430
79,MAE,473
79,MAE,607
79,MAE,628
79,MAE,634
79,MAE,646
79,MAE,727
79,MAE,750
79,MAE,753
79,MAE,769
79,MAE,776
79,MAE,788
79,MAE,840
79,MAE,853
79,MAE,916
80,RALPH,69
80,RALPH,118
80,RALPH,124
80,RALPH,175
80,RALPH,207
80,RALPH,212
80,RALPH,260
80,RALPH,262
80,RALPH,280
80,RALPH,341
80,RALPH,342
80,RALPH,343
80,RALPH,362
80,RALPH,436
80,RALPH,475
80,RALPH,553
80,RALPH,619
80,RALPH,622
80,RALPH,680
80,RALPH,687
80,RALPH,688
80,RALPH,709
80,RALPH,788
80,RALPH,807
80,RALPH,858
80,RALPH,888
80,RALPH,941
80,RALPH,979
81,SCARLETT,4
81,SCARLETT,11
81,SCARLETT,59
81,SCARLETT,89
81,SCARLETT,178
81,SCARLETT,186
81,SCARLETT,194
81,SCARLETT,215
81,SCARLETT,219
81,SCARLETT,232
81,SCARLETT,260
81,SCARLETT,267
81,SCARLETT,268
81,SCARLETT,304
81,SCARLETT,332
81,SCARLETT,389
81,SCARLETT,398
81,SCARLETT,453
81,SCARLETT,458
81,SCARLETT,465
81,SCARLETT,505
81,SCARLETT,508
81,SCARLETT,527
81,SCARLETT,545
81,SCARLETT,564
81,SCARLETT,578
81,SCARLETT,579
81,SCARLETT,613
81,SCARLETT,619
81,SCARLETT,643
81,SCARLETT,692
81,SCARLETT,710
81,SCARLETT,729
81,SCARLETT,761
81,SCARLETT,827
81,SCARLETT,910
82,WOODY,17
82,WOODY,33
82,WOODY,104
82,WOODY,143
82,WOODY,188
82,WOODY,242
82,WOODY,247
82,WOODY,290
82,WOODY,306
82,WOODY,316
82,WOODY,344
82,WOODY,453
82,WOODY,468
82,WOODY,480
82,WOODY,497
82,WOODY,503
82,WOODY,527
82,WOODY,551
82,WOODY,561
82,WOODY,750
82,WOODY,787
82,WOODY,802
82,WOODY,838
82,WOODY,839
82,WOODY,870
82,WOODY,877
82,WOODY,893
82,WOODY,911
82,WOODY,954
82,WOODY,978
82,WOODY,985
83,BEN,49
83,BEN,52
83,BEN,58
83,BEN,110
83,BEN,120
83,BEN,121
83,BEN,135
83,BEN,165
83,BEN,217
83,BEN,247
83,BEN,249
83,BEN,263
83,BEN,268
83,BEN,279
83,BEN,281
83,BEN,339
83,BEN,340
83,BEN,369
83,BEN,412
83,BEN,519
83,BEN,529
83,BEN,615
83,BEN,631
83,BEN,655
83,BEN,672
83,BEN,686
83,BEN,719
83,BEN,764
83,BEN,777
83,BEN,784
83,BEN,833
83,BEN,873
83,BEN,932
84,JAMES,19
84,JAMES,39
84,JAMES,46
84,JAMES,175
84,JAMES,238
84,JAMES,281
84,JAMES,290
84,JAMES,312
84,JAMES,317
84,JAMES,413
84,JAMES,414
84,JAMES,460
84,JAMES,479
84,JAMES,491
84,JAMES,529
84,JAMES,540
84,JAMES,566
84,JAMES,574
84,JAMES,589
84,JAMES,616
84,JAMES,646
84,JAMES,703
84,JAMES,729
84,JAMES,764
84,JAMES,782
84,JAMES,809
84,JAMES,830
84,JAMES,843
84,JAMES,887
84,JAMES,975
84,JAMES,996
85,MINNIE,2
85,MINNIE,14
85,MINNIE,72
85,MINNIE,85
85,MINNIE,92
85,MINNIE,148
85,MINNIE,216
85,MINNIE,290
85,MINNIE,296
85,MINNIE,297
85,MINNIE,337
85,MINNIE,383
85,MINNIE,421
85,MINNIE,446
85,MINNIE,461
85,MINNIE,475
85,MINNIE,478
85,MINNIE,522
85,MINNIE,543
85,MINNIE,558
85,MINNIE,591
85,MINNIE,630
85,MINNIE,678
85,MINNIE,711
85,MINNIE,761
85,MINNIE,812
85,MINNIE,869
85,MINNIE,875
85,MINNIE,895
85,MINNIE,957
85,MINNIE,960
86,GREG,137
86,GREG,163
86,GREG,196
86,GREG,216
86,GREG,249
86,GREG,303
86,GREG,331
86,GREG,364
86,GREG,391
86,GREG,432
86,GREG,482
86,GREG,486
86,GREG,519
86,GREG,520
86,GREG,548
86,GREG,623
86,GREG,631
86,GREG,636
86,GREG,752
86,GREG,760
86,GREG,808
86,GREG,857
86,GREG,878
86,GREG,893
86,GREG,905
86,GREG,923
86,GREG,929
87,SPENCER,48
87,SPENCER,157
87,SPENCER,161
87,SPENCER,199
87,SPENCER,207
87,SPENCER,250
87,SPENCER,253
87,SPENCER,312
87,SPENCER,421
87,SPENCER,570
87,SPENCER,599
87,SPENCER,606
87,SPENCER,654
87,SPENCER,679
87,SPENCER,706
87,SPENCER,718
87,SPENCER,721
87,SPENCER,830
87,SPENCER,870
87,SPENCER,952
87,SPENCER,961
88,KENNETH,4
88,KENNETH,76
88,KENNETH,87
88,KENNETH,128
88,KENNETH,170
88,KENNETH,193
88,KENNETH,234
88,KENNETH,304
88,KENNETH,602
88,KENNETH,620
88,KENNETH,668
88,KENNETH,717
88,KENNETH,785
88,KENNETH,819
88,KENNETH,839
88,KENNETH,881
88,KENNETH,908
88,KENNETH,929
88,KENNETH,940
88,KENNETH,968
89,CHARLIZE,47
89,CHARLIZE,103
89,CHARLIZE,117
89,CHARLIZE,162
89,CHARLIZE,182
89,CHARLIZE,187
89,CHARLIZE,212
89,CHARLIZE,254
89,CHARLIZE,266
89,CHARLIZE,306
89,CHARLIZE,342
89,CHARLIZE,406
89,CHARLIZE,410
89,CHARLIZE,446
89,CHARLIZE,473
89,CHARLIZE,488
89,CHARLIZE,529
89,CHARLIZE,542
89,CHARLIZE,564
89,CHARLIZE,697
89,CHARLIZE,833
89,CHARLIZE,864
89,CHARLIZE,970
89,CHARLIZE,976
90,SEAN,2
90,SEAN,11
90,SEAN,100
90,SEAN,197
90,SEAN,212
90,SEAN,262
90,SEAN,303
90,SEAN,330
90,SEAN,363
90,SEAN,374
90,SEAN,384
90,SEAN,385
90,SEAN,391
90,SEAN,406
90,SEAN,433
90,SEAN,442
90,SEAN,451
90,SEAN,520
90,SEAN,529
90,SEAN,542
90,SEAN,586
90,SEAN,633
90,SEAN,663
90,SEAN,676
90,SEAN,771
90,SEAN,817
90,SEAN,838
90,SEAN,855
90,SEAN,858
90,SEAN,868
90,SEAN,880
90,SEAN,901
90,SEAN,925
91,CHRISTOPHER,13
91,CHRISTOPHER,25
91,CHRISTOPHER,48
91,CHRISTOPHER,176
91,CHRISTOPHER,181
91,CHRISTOPHER,190
91,CHRISTOPHER,335
91,CHRISTOPHER,416
91,CHRISTOPHER,447
91,CHRISTOPHER,480
91,CHRISTOPHER,493
91,CHRISTOPHER,509
91,CHRISTOPHER,511
91,CHRISTOPHER,608
91,CHRISTOPHER,807
91,CHRISTOPHER,829
91,CHRISTOPHER,849
91,CHRISTOPHER,859
91,CHRISTOPHER,941
91,CHRISTOPHER,982
92,KIRSTEN,90
92,KIRSTEN,94
92,KIRSTEN,103
92,KIRSTEN,104
92,KIRSTEN,123
92,KIRSTEN,137
92,KIRSTEN,207
92,KIRSTEN,229
92,KIRSTEN,338
92,KIRSTEN,381
92,KIRSTEN,436
92,KIRSTEN,443
92,KIRSTEN,453
92,KIRSTEN,470
92,KIRSTEN,505
92,KIRSTEN,512
92,KIRSTEN,543
92,KIRSTEN,545
92,KIRSTEN,547
92,KIRSTEN,553
92,KIRSTEN,564
92,KIRSTEN,568
92,KIRSTEN,618
92,KIRSTEN,662
92,KIRSTEN,686
92,KIRSTEN,699
92,KIRSTEN,712
92,KIRSTEN,728
92,KIRSTEN,802
92,KIRSTEN,825
92,KIRSTEN,838
92,KIRSTEN,889
92,KIRSTEN,929
92,KIRSTEN,991
93,ELLEN,71
93,ELLEN,120
93,ELLEN,124
93,ELLEN,280
93,ELLEN,325
93,ELLEN,339
93,ELLEN,427
93,ELLEN,445
93,ELLEN,453
93,ELLEN,473
93,ELLEN,573
93,ELLEN,621
93,ELLEN,644
93,ELLEN,678
93,ELLEN,680
93,ELLEN,699
93,ELLEN,744
93,ELLEN,768
93,ELLEN,777
93,ELLEN,835
93,ELLEN,856
93,ELLEN,874
93,ELLEN,909
93,ELLEN,916
93,ELLEN,982
94,KENNETH,13
94,KENNETH,60
94,KENNETH,76
94,KENNETH,122
94,KENNETH,153
94,KENNETH,193
94,KENNETH,206
94,KENNETH,228
94,KENNETH,270
94,KENNETH,275
94,KENNETH,320
94,KENNETH,322
94,KENNETH,337
94,KENNETH,354
94,KENNETH,402
94,KENNETH,428
94,KENNETH,457
94,KENNETH,473
94,KENNETH,475
94,KENNETH,512
94,KENNETH,517
94,KENNETH,521
94,KENNETH,533
94,KENNETH,540
94,KENNETH,548
94,KENNETH,551
94,KENNETH,712
94,KENNETH,713
94,KENNETH,724
94,KENNETH,775
94,KENNETH,788
94,KENNETH,950
94,KENNETH,989
95,DARYL,22
95,DARYL,35
95,DARYL,47
95,DARYL,52
95,DARYL,65
95,DARYL,74
95,DARYL,126
95,DARYL,207
95,DARYL,245
95,DARYL,294
95,DARYL,301
95,DARYL,312
95,DARYL,329
95,DARYL,353
95,DARYL,375
95,DARYL,420
95,DARYL,424
95,DARYL,431
95,DARYL,498
95,DARYL,522
95,DARYL,546
95,DARYL,551
95,DARYL,619
95,DARYL,627
95,DARYL,690
95,DARYL,748
95,DARYL,813
95,DARYL,828
95,DARYL,855
95,DARYL,903
95,DARYL,923
96,GENE,8
96,GENE,36
96,GENE,40
96,GENE,54
96,GENE,58
96,GENE,66
96,GENE,134
96,GENE,209
96,GENE,244
96,GENE,320
96,GENE,430
96,GENE,452
96,GENE,486
96,GENE,572
96,GENE,590
96,GENE,661
96,GENE,778
96,GENE,832
96,GENE,846
96,GENE,874
96,GENE,945
96,GENE,968
96,GENE,987
97,MEG,143
97,MEG,177
97,MEG,188
97,MEG,197
97,MEG,256
97,MEG,312
97,MEG,342
97,MEG,348
97,MEG,358
97,MEG,370
97,MEG,437
97,MEG,446
97,MEG,466
97,MEG,518
97,MEG,553
97,MEG,561
97,MEG,641
97,MEG,656
97,MEG,728
97,MEG,755
97,MEG,757
97,MEG,826
97,MEG,862
97,MEG,930
97,MEG,933
97,MEG,947
97,MEG,951
98,CHRIS,66
98,CHRIS,72
98,CHRIS,81
98,CHRIS,87
98,CHRIS,107
98,CHRIS,120
98,CHRIS,183
98,CHRIS,194
98,CHRIS,212
98,CHRIS,297
98,CHRIS,607
98,CHRIS,634
98,CHRIS,686
98,CHRIS,705
98,CHRIS,710
98,CHRIS,721
98,CHRIS,725
98,CHRIS,734
98,CHRIS,738
98,CHRIS,765
98,CHRIS,782
98,CHRIS,824
98,CHRIS,829
98,CHRIS,912
98,CHRIS,955
98,CHRIS,985
98,CHRIS,990
99,JIM,7
99,JIM,27
99,JIM,84
99,JIM,250
99,JIM,322
99,JIM,325
99,JIM,381
99,JIM,414
99,JIM,475
99,JIM,490
99,JIM,512
99,JIM,540
99,JIM,572
99,JIM,600
99,JIM,618
99,JIM,620
99,JIM,622
99,JIM,636
99,JIM,672
99,JIM,726
99,JIM,741
99,JIM,796
99,JIM,835
99,JIM,967
99,JIM,978
99,JIM,982
100,SPENCER,17
100,SPENCER,118
100,SPENCER,250
100,SPENCER,411
100,SPENCER,414
100,SPENCER,513
100,SPENCER,563
100,SPENCER,642
100,SPENCER,714
100,SPENCER,718
100,SPENCER,759
100,SPENCER,779
100,SPENCER,815
100,SPENCER,846
100,SPENCER,850
100,SPENCER,872
100,SPENCER,877
100,SPENCER,909
100,SPENCER,919
100,SPENCER,944
100,SPENCER,967
100,SPENCER,979
100,SPENCER,991
100,SPENCER,992
101,SUSAN,60
101,SUSAN,66
101,SUSAN,85
101,SUSAN,146
101,SUSAN,189
101,SUSAN,250
101,SUSAN,255
101,SUSAN,263
101,SUSAN,275
101,SUSAN,289
101,SUSAN,491
101,SUSAN,494
101,SUSAN,511
101,SUSAN,568
101,SUSAN,608
101,SUSAN,617
101,SUSAN,655
101,SUSAN,662
101,SUSAN,700
101,SUSAN,702
101,SUSAN,758
101,SUSAN,774
101,SUSAN,787
101,SUSAN,828
101,SUSAN,841
101,SUSAN,928
101,SUSAN,932
101,SUSAN,936
101,SUSAN,941
101,SUSAN,978
101,SUSAN,980
101,SUSAN,984
101,SUSAN,988
102,WALTER,20
102,WALTER,34
102,WALTER,53
102,WALTER,123
102,WALTER,124
102,WALTER,194
102,WALTER,200
102,WALTER,205
102,WALTER,268
102,WALTER,326
102,WALTER,329
102,WALTER,334
102,WALTER,351
102,WALTER,418
102,WALTER,431
102,WALTER,446
102,WALTER,485
102,WALTER,508
102,WALTER,517
102,WALTER,521
102,WALTER,526
102,WALTER,529
102,WALTER,544
102,WALTER,600
102,WALTER,605
102,WALTER,606
102,WALTER,624
102,WALTER,631
102,WALTER,712
102,WALTER,728
102,WALTER,744
102,WALTER,796
102,WALTER,802
102,WALTER,810
102,WALTER,828
102,WALTER,837
102,WALTER,845
102,WALTER,852
102,WALTER,958
102,WALTER,979
102,WALTER,980
103,MATTHEW,5
103,MATTHEW,118
103,MATTHEW,130
103,MATTHEW,197
103,MATTHEW,199
103,MATTHEW,206
103,MATTHEW,215
103,MATTHEW,221
103,MATTHEW,271
103,MATTHEW,285
103,MATTHEW,315
103,MATTHEW,318
103,MATTHEW,333
103,MATTHEW,347
103,MATTHEW,356
103,MATTHEW,360
103,MATTHEW,378
103,MATTHEW,437
103,MATTHEW,585
103,MATTHEW,609
103,MATTHEW,639
103,MATTHEW,643
103,MATTHEW,692
103,MATTHEW,735
103,MATTHEW,822
103,MATTHEW,895
103,MATTHEW,903
103,MATTHEW,912
103,MATTHEW,942
103,MATTHEW,956
104,PENELOPE,19
104,PENELOPE,39
104,PENELOPE,40
104,PENELOPE,59
104,PENELOPE,70
104,PENELOPE,136
104,PENELOPE,156
104,PENELOPE,184
104,PENELOPE,198
104,PENELOPE,233
104,PENELOPE,259
104,PENELOPE,287
104,PENELOPE,309
104,PENELOPE,313
104,PENELOPE,394
104,PENELOPE,401
104,PENELOPE,463
104,PENELOPE,506
104,PENELOPE,516
104,PENELOPE,583
104,PENELOPE,600
104,PENELOPE,607
104,PENELOPE,657
104,PENELOPE,677
104,PENELOPE,739
104,PENELOPE,892
104,PENELOPE,904
104,PENELOPE,926
104,PENELOPE,945
104,PENELOPE,984
104,PENELOPE,999
105,SIDNEY,12
105,SIDNEY,15
105,SIDNEY,21
105,SIDNEY,29
105,SIDNEY,42
105,SIDNEY,116
105,SIDNEY,158
105,SIDNEY,239
105,SIDNEY,280
105,SIDNEY,283
105,SIDNEY,315
105,SIDNEY,333
105,SIDNEY,372
105,SIDNEY,377
105,SIDNEY,530
105,SIDNEY,558
105,SIDNEY,561
105,SIDNEY,606
105,SIDNEY,649
105,SIDNEY,686
105,SIDNEY,750
105,SIDNEY,795
105,SIDNEY,831
105,SIDNEY,835
105,SIDNEY,858
105,SIDNEY,864
105,SIDNEY,893
105,SIDNEY,906
105,SIDNEY,910
105,SIDNEY,915
105,SIDNEY,954
105,SIDNEY,990
105,SIDNEY,993
105,SIDNEY,994
106,GROUCHO,44
106,GROUCHO,83
106,GROUCHO,108
106,GROUCHO,126
106,GROUCHO,136
106,GROUCHO,166
106,GROUCHO,189
106,GROUCHO,194
106,GROUCHO,204
106,GROUCHO,229
106,GROUCHO,241
106,GROUCHO,345
106,GROUCHO,365
106,GROUCHO,399
106,GROUCHO,439
106,GROUCHO,457
106,GROUCHO,469
106,GROUCHO,500
106,GROUCHO,505
106,GROUCHO,559
106,GROUCHO,566
106,GROUCHO,585
106,GROUCHO,639
106,GROUCHO,654
106,GROUCHO,659
106,GROUCHO,675
106,GROUCHO,687
106,GROUCHO,752
106,GROUCHO,763
106,GROUCHO,780
106,GROUCHO,858
106,GROUCHO,866
106,GROUCHO,881
106,GROUCHO,894
106,GROUCHO,934
107,GINA,62
107,GINA,112
107,GINA,133
107,GINA,136
107,GINA,138
107,GINA,162
107,GINA,165
107,GINA,172
107,GINA,209
107,GINA,220
107,GINA,239
107,GINA,277
107,GINA,292
107,GINA,338
107,GINA,348
107,GINA,369
107,GINA,388
107,GINA,392
107,GINA,409
107,GINA,430
107,GINA,445
107,GINA,454
107,GINA,458
107,GINA,467
107,GINA,520
107,GINA,534
107,GINA,548
107,GINA,571
107,GINA,574
107,GINA,603
107,GINA,606
107,GINA,637
107,GINA,774
107,GINA,781
107,GINA,796
107,GINA,831
107,GINA,849
107,GINA,859
107,GINA,879
107,GINA,905
107,GINA,973
107,GINA,977
108,WARREN,1
108,WARREN,6
108,WARREN,9
108,WARREN,137
108,WARREN,208
108,WARREN,219
108,WARREN,242
108,WARREN,278
108,WARREN,302
108,WARREN,350
108,WARREN,378
108,WARREN,379
108,WARREN,495
108,WARREN,507
108,WARREN,517
108,WARREN,561
108,WARREN,567
108,WARREN,648
108,WARREN,652
108,WARREN,655
108,WARREN,673
108,WARREN,693
108,WARREN,696
108,WARREN,702
108,WARREN,721
108,WARREN,733
108,WARREN,741
