"CONCAT(title, '', release_year,' ',rating)"
"REIGN GENTLEMEN2006 PG-13"
"REMEMBER DIARY2006 R"
"REQUIEM TYCOON2006 R"
"RESERVOIR ADAPTATION2006 PG-13"
"RESURRECTION SILVERADO2006 PG"
"REUNION WITCHES2006 R"
"RIDER CADDYSHACK2006 PG"
"RIDGEMONT SUBMARINE2006 PG-13"
"RIGHT CRANES2006 PG-13"
"RINGS HEARTBREAKERS2006 G"
"RIVER OUTLAW2006 PG-13"
"ROAD ROXANNE2006 R"
"ROBBERS JOON2006 PG-13"
"ROBBERY BRIGHT2006 R"
"ROCK INSTINCT2006 G"
"ROCKETEER MOTHER2006 PG-13"
"ROCKY WAR2006 PG-13"
"ROLLERCOASTER BRINGING2006 PG-13"
"ROMAN PUNK2006 NC-17"
"ROOF CHAMPION2006 R"
"ROOM ROMAN2006 PG"
"ROOTS REMEMBER2006 PG-13"
"ROSES TREASURE2006 PG-13"
"ROUGE SQUAD2006 NC-17"
"ROXANNE REBEL2006 R"
"RUGRATS SHAKESPEARE2006 PG-13"
"RULES HUMAN2006 R"
"RUN PACIFIC2006 R"
"RUNAWAY TENENBAUMS2006 NC-17"
"RUNNER MADIGAN2006 NC-17"
"RUSH GOODFELLAS2006 PG"
"RUSHMORE MERMAID2006 PG-13"
"SABRINA MIDNIGHT2006 PG"
"SADDLE ANTITRUST2006 PG-13"
"SAGEBRUSH CLUELESS2006 G"
"SAINTS BRIDE2006 G"
"SALUTE APOLLO2006 R"
"SAMURAI LION2006 G"
"SANTA PARIS2006 PG"
"SASSY PACKER2006 G"
"SATISFACTION CONFIDENTIAL2006 G"
"SATURDAY LAMBS2006 G"
"SATURN NAME2006 R"
"SAVANNAH TOWN2006 PG-13"
"SCALAWAG DUCK2006 NC-17"
"SCARFACE BANG2006 PG-13"
"SCHOOL JACKET2006 PG-13"
"SCISSORHANDS SLUMS2006 G"
"SCORPION APOLLO2006 NC-17"
"SEA VIRGIN2006 PG"
"SEABISCUIT PUNK2006 NC-17"
"SEARCHERS WAIT2006 NC-17"
"SEATTLE EXPECATIONS2006 PG-13"
"SECRET GROUNDHOG2006 PG"
"SECRETARY ROUGE2006 PG"
"SECRETS PARADISE2006 G"
"SENSE GREEK2006 R"
"SENSIBILITY REAR2006 PG"
"SEVEN SWARM2006 R"
"SHAKESPEARE SADDLE2006 PG-13"
"SHANE DARKNESS2006 PG"
"SHANGHAI TYCOON2006 PG"
"SHAWSHANK BUBBLE2006 PG"
"SHEPHERD MIDSUMMER2006 R"
"SHINING ROSES2006 G"
"SHIP WONDERLAND2006 R"
"SHOCK CABIN2006 PG-13"
"SHOOTIST SUPERFLY2006 PG-13"
"SHOW LORD2006 PG-13"
"SHREK LICENSE2006 PG-13"
"SHRUNK DIVINE2006 R"
"SIDE ARK2006 G"
"SIEGE MADRE2006 R"
"SIERRA DIVIDE2006 NC-17"
"SILENCE KANE2006 R"
"SILVERADO GOLDFINGER2006 PG"
"SIMON NORTH2006 NC-17"
"SINNERS ATLANTIS2006 PG-13"
"SISTER FREDDY2006 PG-13"
"SKY MIRACLE2006 PG"
"SLACKER LIAISONS2006 R"
"SLEEPING SUSPECTS2006 PG-13"
"SLEEPLESS MONSOON2006 G"
"SLEEPY JAPANESE2006 PG"
"SLEUTH ORIENT2006 NC-17"
"SLING LUKE2006 R"
"SLIPPER FIDELITY2006 PG-13"
"SLUMS DUCK2006 PG"
"SMILE EARRING2006 G"
"SMOKING BARBARELLA2006 PG-13"
"SMOOCHY CONTROL2006 R"
"SNATCH SLIPPER2006 PG"
"SNATCHERS MONTEZUMA2006 PG-13"
"SNOWMAN ROLLERCOASTER2006 G"
"SOLDIERS EVOLUTION2006 R"
"SOMETHING DUCK2006 NC-17"
"SONG HEDWIG2006 PG-13"
"SONS INTERVIEW2006 NC-17"
"SORORITY QUEEN2006 NC-17"
"SOUP WISDOM2006 R"
"SOUTH WAIT2006 R"
"SPARTACUS CHEAPER2006 NC-17"
"SPEAKEASY DATE2006 PG-13"
"SPEED SUIT2006 PG-13"
"SPICE SORORITY2006 NC-17"
"SPIKING ELEMENT2006 G"
"SPINAL ROCKY2006 PG-13"
"SPIRIT FLINTSTONES2006 R"
"SPIRITED CASUALTIES2006 PG-13"
"SPLASH GUMP2006 PG"
"SPLENDOR PATTON2006 R"
"SPOILERS HELLFIGHTERS2006 G"
"SPY MILE2006 PG-13"
"SQUAD FISH2006 PG"
"STAGE WORLD2006 PG"
"STAGECOACH ARMAGEDDON2006 R"
"STALLION SUNDANCE2006 PG-13"
"STAMPEDE DISTURBING2006 R"
"STAR OPERATION2006 PG"
"STATE WASTELAND2006 NC-17"
"STEEL SANTA2006 NC-17"
"STEERS ARMAGEDDON2006 PG"
"STEPMOM DREAM2006 NC-17"
"STING PERSONAL2006 NC-17"
"STOCK GLASS2006 PG"
"STONE FIRE2006 G"
"STORM HAPPINESS2006 NC-17"
"STORY SIDE2006 R"
"STRAIGHT HOURS2006 R"
"STRANGELOVE DESIRE2006 NC-17"
"STRANGER STRANGERS2006 G"
"STRANGERS GRAFFITI2006 R"
"STREAK RIDGEMONT2006 PG-13"
"STREETCAR INTENTIONS2006 R"
"STRICTLY SCARFACE2006 PG-13"
"SUBMARINE BED2006 R"
"SUGAR WONKA2006 PG"
"SUICIDES SILENCE2006 G"
"SUIT WALLS2006 R"
"SUMMER SCARFACE2006 G"
"SUN CONFESSIONS2006 R"
"SUNDANCE INVASION2006 NC-17"
"SUNRISE LEAGUE2006 PG-13"
"SUNSET RACER2006 NC-17"
"SUPER WYOMING2006 PG"
"SUPERFLY TRIP2006 PG"
"SUSPECTS QUILLS2006 PG"
"SWARM GOLD2006 PG-13"
"SWEDEN SHINING2006 PG"
"SWEET BROTHERHOOD2006 R"
"SWEETHEARTS SUSPECTS2006 G"
"TADPOLE PARK2006 PG"
"TALENTED HOMICIDE2006 PG"
"TARZAN VIDEOTAPE2006 PG-13"
"TAXI KICK2006 PG-13"
"TEEN APOLLO2006 G"
"TELEGRAPH VOYAGE2006 PG"
"TELEMARK HEARTBREAKERS2006 PG-13"
"TEMPLE ATTRACTION2006 PG"
"TENENBAUMS COMMAND2006 PG-13"
"TEQUILA PAST2006 PG"
"TERMINATOR CLUB2006 R"
"TEXAS WATCH2006 NC-17"
"THEORY MERMAID2006 PG-13"
"THIEF PELICAN2006 PG-13"
"THIN SAGEBRUSH2006 PG-13"
"TIES HUNGER2006 R"
"TIGHTS DAWN2006 R"
"TIMBERLAND SKY2006 G"
"TITANIC BOONDOCK2006 R"
"TITANS JERK2006 PG"
"TOMATOES HELLFIGHTERS2006 PG"
"TOMORROW HUSTLER2006 R"
"TOOTSIE PILOT2006 PG"
"TORQUE BOUND2006 G"
"TOURIST PELICAN2006 PG-13"
"TOWERS HURRICANE2006 NC-17"
"TOWN ARK2006 R"
"TRACY CIDER2006 G"
"TRADING PINOCCHIO2006 PG"
"TRAFFIC HOBBIT2006 G"
"TRAIN BUNCH2006 R"
"TRAINSPOTTING STRANGERS2006 PG-13"
"TRAMP OTHERS2006 PG"
"TRANSLATION SUMMER2006 PG-13"
"TRAP GUYS2006 G"
"TREASURE COMMAND2006 PG-13"
"TREATMENT JEKYLL2006 PG"
"TRIP NEWTON2006 PG-13"
"TROJAN TOMORROW2006 PG"
"TROOPERS METAL2006 R"
"TROUBLE DATE2006 PG"
"TRUMAN CRAZY2006 G"
"TURN STAR2006 G"
"TUXEDO MILE2006 R"
"TWISTED PIRATES2006 PG"
"TYCOON GATHERING2006 G"
"UNBREAKABLE KARATE2006 G"
"UNCUT SUICIDES2006 PG-13"
"UNDEFEATED DALMATIONS2006 PG-13"
"UNFAITHFUL KILL2006 R"
"UNFORGIVEN ZOOLANDER2006 PG"
"UNITED PILOT2006 R"
"UNTOUCHABLES SUNRISE2006 NC-17"
"UPRISING UPTOWN2006 NC-17"
"UPTOWN YOUNG2006 PG"
"USUAL UNTOUCHABLES2006 PG-13"
"VACATION BOONDOCK2006 R"
"VALENTINE VANISHING2006 PG-13"
"VALLEY PACKER2006 G"
"VAMPIRE WHALE2006 NC-17"
"VANILLA DAY2006 NC-17"
"VANISHED GARDEN2006 R"
"VANISHING ROCKY2006 NC-17"
"VARSITY TRIP2006 NC-17"
"VELVET TERMINATOR2006 R"
"VERTIGO NORTHWEST2006 R"
"VICTORY ACADEMY2006 PG-13"
"VIDEOTAPE ARSENIC2006 NC-17"
"VIETNAM SMOOCHY2006 PG-13"
"VILLAIN DESPERATE2006 PG-13"
"VIRGIN DAISY2006 PG-13"
"VIRGINIAN PLUTO2006 R"
"VIRTUAL SPOILERS2006 NC-17"
"VISION TORQUE2006 PG-13"
"VOICE PEACH2006 PG-13"
"VOLCANO TEXAS2006 NC-17"
"VOLUME HOUSE2006 PG"
"VOYAGE LEGALLY2006 PG-13"
"WAGON JAWS2006 PG"
"WAIT CIDER2006 PG-13"
"WAKE JAWS2006 G"
"WALLS ARTIST2006 PG"
"WANDA CHAMBER2006 PG-13"
"WAR NOTTING2006 G"
"WARDROBE PHANTOM2006 G"
"WARLOCK WEREWOLF2006 G"
"WARS PLUTO2006 G"
"WASH HEAVENLY2006 R"
"WASTELAND DIVINE2006 PG"
"WATCH TRACY2006 PG"
"WATERFRONT DELIVERANCE2006 G"
"WATERSHIP FRONTIER2006 G"
"WEDDING APOLLO2006 PG"
"WEEKEND PERSONAL2006 R"
"WEREWOLF LOLA2006 G"
"WEST LION2006 G"
"WESTWARD SEABISCUIT2006 NC-17"
"WHALE BIKINI2006 PG-13"
"WHISPERER GIANT2006 PG-13"
"WIFE TURN2006 NC-17"
"WILD APOLLO2006 R"
"WILLOW TRACY2006 R"
"WIND PHANTOM2006 R"
"WINDOW SIDE2006 R"
"WISDOM WORKER2006 R"
"WITCHES PANIC2006 NC-17"
"WIZARD COLDBLOODED2006 PG"
"WOLVES DESIRE2006 NC-17"
"WOMEN DORADO2006 R"
"WON DARES2006 PG"
"WONDERFUL DROP2006 NC-17"
"WONDERLAND CHRISTMAS2006 PG"
"WONKA SEA2006 NC-17"
"WORDS HUNTER2006 PG"
"WORKER TARZAN2006 R"
"WORKING MICROCOSMOS2006 R"
"WORLD LEATHERNECKS2006 PG-13"
"WORST BANGER2006 PG"
"WRATH MILE2006 NC-17"
"WRONG BEHAVIOR2006 PG-13"
"WYOMING STORM2006 PG-13"
"YENTL IDAHO2006 R"
"YOUNG LANGUAGE2006 G"
"YOUTH KICK2006 NC-17"
"ZHIVAGO CORE2006 NC-17"
"ZOOLANDER FICTION2006 R"
"ZORRO ARK2006 NC-17"
