film_id,title,rating,público-alvo
421,"HOLIDAY GAMES",PG-13,"Não recomendado para menores de 13 anos"
422,"HOLLOW JEOPARDY",NC-17,"Proibido para menores de idade"
423,"HOLLYWOOD ANONYMOUS",PG,"Não recomendado para menores de 10 anos"
424,"HOLOCAUST HIGHBALL",R,"Não recomendado para menores de 17 anos"
425,"HOLY TADPOLE",R,"Não recomendado para menores de 17 anos"
426,"HOME PITY",R,"Não recomendado para menores de 17 anos"
427,"HOMEWARD CIDER",R,"Não recomendado para menores de 17 anos"
428,"HOMICIDE PEACH",PG-13,"Não recomendado para menores de 13 anos"
429,"HONEY TIES",R,"Não recomendado para menores de 17 anos"
430,"HOOK CHARIOTS",G,"Livre para todos"
431,"HOOSIERS BIRDCAGE",G,"Livre para todos"
432,"HOPE TOOTSIE",NC-17,"Proibido para menores de idade"
433,"HORN WORKING",PG,"Não recomendado para menores de 10 anos"
434,"HORROR REIGN",R,"Não recomendado para menores de 17 anos"
435,"HOTEL HAPPINESS",PG-13,"Não recomendado para menores de 13 anos"
436,"HOURS RAGE",NC-17,"Proibido para menores de idade"
437,"HOUSE DYNAMITE",R,"Não recomendado para menores de 17 anos"
438,"HUMAN GRAFFITI",NC-17,"Proibido para menores de idade"
439,"HUNCHBACK IMPOSSIBLE",PG-13,"Não recomendado para menores de 13 anos"
440,"HUNGER ROOF",G,"Livre para todos"
441,"HUNTER ALTER",PG-13,"Não recomendado para menores de 13 anos"
442,"HUNTING MUSKETEERS",NC-17,"Proibido para menores de idade"
443,"HURRICANE AFFAIR",PG,"Não recomendado para menores de 10 anos"
444,"HUSTLER PARTY",NC-17,"Proibido para menores de idade"
445,"HYDE DOCTOR",G,"Livre para todos"
446,"HYSTERICAL GRAIL",PG,"Não recomendado para menores de 10 anos"
447,"ICE CROSSING",R,"Não recomendado para menores de 17 anos"
448,"IDAHO LOVE",PG-13,"Não recomendado para menores de 13 anos"
449,"IDENTITY LOVER",PG-13,"Não recomendado para menores de 13 anos"
450,"IDOLS SNATCHERS",NC-17,"Proibido para menores de idade"
451,"IGBY MAKER",NC-17,"Proibido para menores de idade"
452,"ILLUSION AMELIE",R,"Não recomendado para menores de 17 anos"
453,"IMAGE PRINCESS",PG-13,"Não recomendado para menores de 13 anos"
454,"IMPACT ALADDIN",PG-13,"Não recomendado para menores de 13 anos"
455,"IMPOSSIBLE PREJUDICE",NC-17,"Proibido para menores de idade"
456,"INCH JET",NC-17,"Proibido para menores de idade"
457,"INDEPENDENCE HOTEL",NC-17,"Proibido para menores de idade"
458,"INDIAN LOVE",NC-17,"Proibido para menores de idade"
459,"INFORMER DOUBLE",NC-17,"Proibido para menores de idade"
460,"INNOCENT USUAL",PG-13,"Não recomendado para menores de 13 anos"
461,"INSECTS STONE",NC-17,"Proibido para menores de idade"
462,"INSIDER ARIZONA",NC-17,"Proibido para menores de idade"
463,"INSTINCT AIRPORT",PG,"Não recomendado para menores de 10 anos"
464,"INTENTIONS EMPIRE",PG-13,"Não recomendado para menores de 13 anos"
465,"INTERVIEW LIAISONS",R,"Não recomendado para menores de 17 anos"
466,"INTOLERABLE INTENTIONS",PG-13,"Não recomendado para menores de 13 anos"
467,"INTRIGUE WORST",G,"Livre para todos"
468,"INVASION CYCLONE",PG,"Não recomendado para menores de 10 anos"
469,"IRON MOON",PG,"Não recomendado para menores de 10 anos"
470,"ISHTAR ROCKETEER",R,"Não recomendado para menores de 17 anos"
471,"ISLAND EXORCIST",NC-17,"Proibido para menores de idade"
472,"ITALIAN AFRICAN",G,"Livre para todos"
473,"JACKET FRISCO",PG-13,"Não recomendado para menores de 13 anos"
474,"JADE BUNCH",NC-17,"Proibido para menores de idade"
475,"JAPANESE RUN",G,"Livre para todos"
476,"JASON TRAP",NC-17,"Proibido para menores de idade"
477,"JAWBREAKER BROOKLYN",PG,"Não recomendado para menores de 10 anos"
478,"JAWS HARRY",G,"Livre para todos"
479,"JEDI BENEATH",PG,"Não recomendado para menores de 10 anos"
480,"JEEPERS WEDDING",R,"Não recomendado para menores de 17 anos"
481,"JEKYLL FROGMEN",PG,"Não recomendado para menores de 10 anos"
482,"JEOPARDY ENCINO",R,"Não recomendado para menores de 17 anos"
483,"JERICHO MULAN",NC-17,"Proibido para menores de idade"
484,"JERK PAYCHECK",NC-17,"Proibido para menores de idade"
485,"JERSEY SASSY",PG,"Não recomendado para menores de 10 anos"
486,"JET NEIGHBORS",R,"Não recomendado para menores de 17 anos"
487,"JINGLE SAGEBRUSH",PG-13,"Não recomendado para menores de 13 anos"
488,"JOON NORTHWEST",NC-17,"Proibido para menores de idade"
489,"JUGGLER HARDLY",PG-13,"Não recomendado para menores de 13 anos"
490,"JUMANJI BLADE",G,"Livre para todos"
491,"JUMPING WRATH",NC-17,"Proibido para menores de idade"
492,"JUNGLE CLOSER",NC-17,"Proibido para menores de idade"
493,"KANE EXORCIST",R,"Não recomendado para menores de 17 anos"
494,"KARATE MOON",PG-13,"Não recomendado para menores de 13 anos"
495,"KENTUCKIAN GIANT",PG,"Não recomendado para menores de 10 anos"
496,"KICK SAVANNAH",PG-13,"Não recomendado para menores de 13 anos"
497,"KILL BROTHERHOOD",G,"Livre para todos"
498,"KILLER INNOCENT",R,"Não recomendado para menores de 17 anos"
499,"KING EVOLUTION",NC-17,"Proibido para menores de idade"
500,"KISS GLORY",PG-13,"Não recomendado para menores de 13 anos"
501,"KISSING DOLLS",R,"Não recomendado para menores de 17 anos"
502,"KNOCK WARLOCK",PG-13,"Não recomendado para menores de 13 anos"
503,"KRAMER CHOCOLATE",R,"Não recomendado para menores de 17 anos"
504,"KWAI HOMEWARD",PG-13,"Não recomendado para menores de 13 anos"
505,"LABYRINTH LEAGUE",PG-13,"Não recomendado para menores de 13 anos"
506,"LADY STAGE",PG,"Não recomendado para menores de 10 anos"
507,"LADYBUGS ARMAGEDDON",NC-17,"Proibido para menores de idade"
508,"LAMBS CINCINATTI",PG-13,"Não recomendado para menores de 13 anos"
509,"LANGUAGE COWBOY",NC-17,"Proibido para menores de idade"
510,"LAWLESS VISION",G,"Livre para todos"
511,"LAWRENCE LOVE",NC-17,"Proibido para menores de idade"
512,"LEAGUE HELLFIGHTERS",PG-13,"Não recomendado para menores de 13 anos"
513,"LEATHERNECKS DWARFS",PG-13,"Não recomendado para menores de 13 anos"
514,"LEBOWSKI SOLDIERS",PG-13,"Não recomendado para menores de 13 anos"
515,"LEGALLY SECRETARY",PG,"Não recomendado para menores de 10 anos"
516,"LEGEND JEDI",PG,"Não recomendado para menores de 10 anos"
517,"LESSON CLEOPATRA",NC-17,"Proibido para menores de idade"
518,"LIAISONS SWEET",PG,"Não recomendado para menores de 10 anos"
519,"LIBERTY MAGNIFICENT",G,"Livre para todos"
520,"LICENSE WEEKEND",NC-17,"Proibido para menores de idade"
521,"LIES TREATMENT",NC-17,"Proibido para menores de idade"
522,"LIFE TWISTED",NC-17,"Proibido para menores de idade"
523,"LIGHTS DEER",R,"Não recomendado para menores de 17 anos"
524,"LION UNCUT",PG,"Não recomendado para menores de 10 anos"
525,"LOATHING LEGALLY",R,"Não recomendado para menores de 17 anos"
526,"LOCK REAR",R,"Não recomendado para menores de 17 anos"
527,"LOLA AGENT",PG,"Não recomendado para menores de 10 anos"
528,"LOLITA WORLD",NC-17,"Proibido para menores de idade"
529,"LONELY ELEPHANT",G,"Livre para todos"
530,"LORD ARIZONA",PG-13,"Não recomendado para menores de 13 anos"
531,"LOSE INCH",R,"Não recomendado para menores de 17 anos"
532,"LOSER HUSTLER",PG,"Não recomendado para menores de 10 anos"
533,"LOST BIRD",PG-13,"Não recomendado para menores de 13 anos"
534,"LOUISIANA HARRY",PG-13,"Não recomendado para menores de 13 anos"
535,"LOVE SUICIDES",R,"Não recomendado para menores de 17 anos"
536,"LOVELY JINGLE",PG,"Não recomendado para menores de 10 anos"
537,"LOVER TRUMAN",G,"Livre para todos"
538,"LOVERBOY ATTACKS",PG-13,"Não recomendado para menores de 13 anos"
539,"LUCK OPUS",NC-17,"Proibido para menores de idade"
540,"LUCKY FLYING",PG-13,"Não recomendado para menores de 13 anos"
541,"LUKE MUMMY",NC-17,"Proibido para menores de idade"
542,"LUST LOCK",G,"Livre para todos"
543,"MADIGAN DORADO",R,"Não recomendado para menores de 17 anos"
544,"MADISON TRAP",R,"Não recomendado para menores de 17 anos"
545,"MADNESS ATTACKS",PG-13,"Não recomendado para menores de 13 anos"
546,"MADRE GABLES",PG-13,"Não recomendado para menores de 13 anos"
547,"MAGIC MALLRATS",PG,"Não recomendado para menores de 10 anos"
548,"MAGNIFICENT CHITTY",R,"Não recomendado para menores de 17 anos"
549,"MAGNOLIA FORRESTER",PG-13,"Não recomendado para menores de 13 anos"
550,"MAGUIRE APACHE",NC-17,"Proibido para menores de idade"
551,"MAIDEN HOME",PG,"Não recomendado para menores de 10 anos"
552,"MAJESTIC FLOATS",PG,"Não recomendado para menores de 10 anos"
553,"MAKER GABLES",PG-13,"Não recomendado para menores de 13 anos"
554,"MALKOVICH PET",G,"Livre para todos"
555,"MALLRATS UNITED",PG,"Não recomendado para menores de 10 anos"
556,"MALTESE HOPE",PG-13,"Não recomendado para menores de 13 anos"
557,"MANCHURIAN CURTAIN",PG,"Não recomendado para menores de 10 anos"
558,"MANNEQUIN WORST",PG-13,"Não recomendado para menores de 13 anos"
559,"MARRIED GO",G,"Livre para todos"
560,"MARS ROMAN",NC-17,"Proibido para menores de idade"
561,"MASK PEACH",NC-17,"Proibido para menores de idade"
562,"MASKED BUBBLE",PG-13,"Não recomendado para menores de 13 anos"
563,"MASSACRE USUAL",R,"Não recomendado para menores de 17 anos"
564,"MASSAGE IMAGE",PG,"Não recomendado para menores de 10 anos"
565,"MATRIX SNOWMAN",PG-13,"Não recomendado para menores de 13 anos"
566,"MAUDE MOD",R,"Não recomendado para menores de 17 anos"
567,"MEET CHOCOLATE",G,"Livre para todos"
568,"MEMENTO ZOOLANDER",NC-17,"Proibido para menores de idade"
569,"MENAGERIE RUSHMORE",G,"Livre para todos"
570,"MERMAID INSECTS",NC-17,"Proibido para menores de idade"
571,"METAL ARMAGEDDON",PG-13,"Não recomendado para menores de 13 anos"
572,"METROPOLIS COMA",PG-13,"Não recomendado para menores de 13 anos"
573,"MICROCOSMOS PARADISE",PG-13,"Não recomendado para menores de 13 anos"
574,"MIDNIGHT WESTWARD",G,"Livre para todos"
575,"MIDSUMMER GROUNDHOG",G,"Livre para todos"
576,"MIGHTY LUCK",PG,"Não recomendado para menores de 10 anos"
577,"MILE MULAN",PG,"Não recomendado para menores de 10 anos"
578,"MILLION ACE",PG-13,"Não recomendado para menores de 13 anos"
579,"MINDS TRUMAN",PG-13,"Não recomendado para menores de 13 anos"
580,"MINE TITANS",PG-13,"Não recomendado para menores de 13 anos"
581,"MINORITY KISS",G,"Livre para todos"
582,"MIRACLE VIRTUAL",PG-13,"Não recomendado para menores de 13 anos"
583,"MISSION ZOOLANDER",PG-13,"Não recomendado para menores de 13 anos"
584,"MIXED DOORS",PG-13,"Não recomendado para menores de 13 anos"
585,"MOB DUFFEL",G,"Livre para todos"
586,"MOCKINGBIRD HOLLYWOOD",PG,"Não recomendado para menores de 10 anos"
587,"MOD SECRETARY",NC-17,"Proibido para menores de idade"
588,"MODEL FISH",NC-17,"Proibido para menores de idade"
589,"MODERN DORADO",PG,"Não recomendado para menores de 10 anos"
590,"MONEY HAROLD",PG,"Não recomendado para menores de 10 anos"
591,"MONSOON CAUSE",PG,"Não recomendado para menores de 10 anos"
592,"MONSTER SPARTACUS",PG,"Não recomendado para menores de 10 anos"
593,"MONTEREY LABYRINTH",G,"Livre para todos"
594,"MONTEZUMA COMMAND",NC-17,"Proibido para menores de idade"
595,"MOON BUNCH",PG,"Não recomendado para menores de 10 anos"
596,"MOONSHINE CABIN",PG-13,"Não recomendado para menores de 13 anos"
597,"MOONWALKER FOOL",G,"Livre para todos"
598,"MOSQUITO ARMAGEDDON",G,"Livre para todos"
599,"MOTHER OLEANDER",R,"Não recomendado para menores de 17 anos"
600,"MOTIONS DETAILS",PG,"Não recomendado para menores de 10 anos"
601,"MOULIN WAKE",PG-13,"Não recomendado para menores de 13 anos"
602,"MOURNING PURPLE",PG,"Não recomendado para menores de 10 anos"
603,"MOVIE SHAKESPEARE",PG,"Não recomendado para menores de 10 anos"
604,"MULAN MOON",G,"Livre para todos"
605,"MULHOLLAND BEAST",PG,"Não recomendado para menores de 10 anos"
606,"MUMMY CREATURES",NC-17,"Proibido para menores de idade"
607,"MUPPET MILE",PG,"Não recomendado para menores de 10 anos"
608,"MURDER ANTITRUST",PG,"Não recomendado para menores de 10 anos"
609,"MUSCLE BRIGHT",G,"Livre para todos"
610,"MUSIC BOONDOCK",R,"Não recomendado para menores de 17 anos"
611,"MUSKETEERS WAIT",PG,"Não recomendado para menores de 10 anos"
612,"MUSSOLINI SPOILERS",G,"Livre para todos"
613,"MYSTIC TRUMAN",NC-17,"Proibido para menores de idade"
614,"NAME DETECTIVE",PG-13,"Não recomendado para menores de 13 anos"
615,"NASH CHOCOLAT",PG-13,"Não recomendado para menores de 13 anos"
616,"NATIONAL STORY",NC-17,"Proibido para menores de idade"
617,"NATURAL STOCK",PG-13,"Não recomendado para menores de 13 anos"
618,"NECKLACE OUTBREAK",PG,"Não recomendado para menores de 10 anos"
619,"NEIGHBORS CHARADE",R,"Não recomendado para menores de 17 anos"
620,"NEMO CAMPUS",NC-17,"Proibido para menores de idade"
621,"NETWORK PEAK",PG-13,"Não recomendado para menores de 13 anos"
622,"NEWSIES STORY",G,"Livre para todos"
623,"NEWTON LABYRINTH",PG,"Não recomendado para menores de 10 anos"
624,"NIGHTMARE CHILL",PG,"Não recomendado para menores de 10 anos"
625,"NONE SPIKING",NC-17,"Proibido para menores de idade"
626,"NOON PAPI",G,"Livre para todos"
627,"NORTH TEQUILA",NC-17,"Proibido para menores de idade"
628,"NORTHWEST POLISH",PG,"Não recomendado para menores de 10 anos"
629,"NOTORIOUS REUNION",NC-17,"Proibido para menores de idade"
630,"NOTTING SPEAKEASY",PG-13,"Não recomendado para menores de 13 anos"
631,"NOVOCAINE FLIGHT",G,"Livre para todos"
632,"NUTS TIES",NC-17,"Proibido para menores de idade"
633,"OCTOBER SUBMARINE",PG-13,"Não recomendado para menores de 13 anos"
634,"ODDS BOOGIE",NC-17,"Proibido para menores de idade"
635,"OKLAHOMA JUMANJI",PG,"Não recomendado para menores de 10 anos"
636,"OLEANDER CLUE",PG,"Não recomendado para menores de 10 anos"
637,"OPEN AFRICAN",PG,"Não recomendado para menores de 10 anos"
638,"OPERATION OPERATION",G,"Livre para todos"
639,"OPPOSITE NECKLACE",PG,"Não recomendado para menores de 10 anos"
640,"OPUS ICE",R,"Não recomendado para menores de 17 anos"
641,"ORANGE GRAPES",PG-13,"Não recomendado para menores de 13 anos"
642,"ORDER BETRAYED",PG-13,"Não recomendado para menores de 13 anos"
643,"ORIENT CLOSER",R,"Não recomendado para menores de 17 anos"
644,"OSCAR GOLD",PG,"Não recomendado para menores de 10 anos"
645,"OTHERS SOUP",PG,"Não recomendado para menores de 10 anos"
646,"OUTBREAK DIVINE",NC-17,"Proibido para menores de idade"
647,"OUTFIELD MASSACRE",NC-17,"Proibido para menores de idade"
648,"OUTLAW HANKY",PG-13,"Não recomendado para menores de 13 anos"
649,"OZ LIAISONS",R,"Não recomendado para menores de 17 anos"
650,"PACIFIC AMISTAD",G,"Livre para todos"
651,"PACKER MADIGAN",PG-13,"Não recomendado para menores de 13 anos"
652,"PAJAMA JAWBREAKER",R,"Não recomendado para menores de 17 anos"
653,"PANIC CLUB",G,"Livre para todos"
654,"PANKY SUBMARINE",G,"Livre para todos"
655,"PANTHER REDS",NC-17,"Proibido para menores de idade"
656,"PAPI NECKLACE",PG,"Não recomendado para menores de 10 anos"
657,"PARADISE SABRINA",PG-13,"Não recomendado para menores de 13 anos"
658,"PARIS WEEKEND",PG-13,"Não recomendado para menores de 13 anos"
659,"PARK CITIZEN",PG-13,"Não recomendado para menores de 13 anos"
660,"PARTY KNOCK",PG,"Não recomendado para menores de 10 anos"
661,"PAST SUICIDES",PG-13,"Não recomendado para menores de 13 anos"
662,"PATHS CONTROL",PG,"Não recomendado para menores de 10 anos"
663,"PATIENT SISTER",NC-17,"Proibido para menores de idade"
664,"PATRIOT ROMAN",PG,"Não recomendado para menores de 10 anos"
665,"PATTON INTERVIEW",PG,"Não recomendado para menores de 10 anos"
666,"PAYCHECK WAIT",PG-13,"Não recomendado para menores de 13 anos"
667,"PEACH INNOCENT",PG-13,"Não recomendado para menores de 13 anos"
668,"PEAK FOREVER",PG,"Não recomendado para menores de 10 anos"
669,"PEARL DESTINY",NC-17,"Proibido para menores de idade"
670,"PELICAN COMFORTS",PG,"Não recomendado para menores de 10 anos"
671,"PERDITION FARGO",NC-17,"Proibido para menores de idade"
672,"PERFECT GROOVE",PG-13,"Não recomendado para menores de 13 anos"
673,"PERSONAL LADYBUGS",PG-13,"Não recomendado para menores de 13 anos"
674,"PET HAUNTING",PG,"Não recomendado para menores de 10 anos"
675,"PHANTOM GLORY",NC-17,"Proibido para menores de idade"
676,"PHILADELPHIA WIFE",PG-13,"Não recomendado para menores de 13 anos"
677,"PIANIST OUTFIELD",NC-17,"Proibido para menores de idade"
678,"PICKUP DRIVING",G,"Livre para todos"
679,"PILOT HOOSIERS",PG,"Não recomendado para menores de 10 anos"
680,"PINOCCHIO SIMON",PG,"Não recomendado para menores de 10 anos"
681,"PIRATES ROXANNE",PG,"Não recomendado para menores de 10 anos"
682,"PITTSBURGH HUNCHBACK",PG-13,"Não recomendado para menores de 13 anos"
683,"PITY BOUND",NC-17,"Proibido para menores de idade"
684,"PIZZA JUMANJI",NC-17,"Proibido para menores de idade"
685,"PLATOON INSTINCT",PG-13,"Não recomendado para menores de 13 anos"
686,"PLUTO OLEANDER",R,"Não recomendado para menores de 17 anos"
687,"POCUS PULP",NC-17,"Proibido para menores de idade"
688,"POLISH BROOKLYN",PG,"Não recomendado para menores de 10 anos"
689,"POLLOCK DELIVERANCE",PG,"Não recomendado para menores de 10 anos"
690,"POND SEATTLE",PG-13,"Não recomendado para menores de 13 anos"
691,"POSEIDON FOREVER",PG-13,"Não recomendado para menores de 13 anos"
692,"POTLUCK MIXED",G,"Livre para todos"
693,"POTTER CONNECTICUT",PG,"Não recomendado para menores de 10 anos"
694,"PREJUDICE OLEANDER",PG-13,"Não recomendado para menores de 13 anos"
695,"PRESIDENT BANG",PG,"Não recomendado para menores de 10 anos"
696,"PRIDE ALAMO",NC-17,"Proibido para menores de idade"
697,"PRIMARY GLASS",G,"Livre para todos"
698,"PRINCESS GIANT",NC-17,"Proibido para menores de idade"
699,"PRIVATE DROP",PG,"Não recomendado para menores de 10 anos"
700,"PRIX UNDEFEATED",R,"Não recomendado para menores de 17 anos"
701,"PSYCHO SHRUNK",PG-13,"Não recomendado para menores de 13 anos"
702,"PULP BEVERLY",G,"Livre para todos"
703,"PUNK DIVORCE",PG,"Não recomendado para menores de 10 anos"
704,"PURE RUNNER",NC-17,"Proibido para menores de idade"
705,"PURPLE MOVIE",R,"Não recomendado para menores de 17 anos"
706,"QUEEN LUKE",PG,"Não recomendado para menores de 10 anos"
707,"QUEST MUSSOLINI",R,"Não recomendado para menores de 17 anos"
708,"QUILLS BULL",R,"Não recomendado para menores de 17 anos"
709,"RACER EGG",NC-17,"Proibido para menores de idade"
710,"RAGE GAMES",R,"Não recomendado para menores de 17 anos"
711,"RAGING AIRPLANE",R,"Não recomendado para menores de 17 anos"
712,"RAIDERS ANTITRUST",PG-13,"Não recomendado para menores de 13 anos"
713,"RAINBOW SHOCK",PG,"Não recomendado para menores de 10 anos"
714,"RANDOM GO",NC-17,"Proibido para menores de idade"
715,"RANGE MOONWALKER",PG,"Não recomendado para menores de 10 anos"
716,"REAP UNFAITHFUL",PG-13,"Não recomendado para menores de 13 anos"
717,"REAR TRADING",NC-17,"Proibido para menores de idade"
718,"REBEL AIRPORT",G,"Livre para todos"
719,"RECORDS ZORRO",PG,"Não recomendado para menores de 10 anos"
720,"REDEMPTION COMFORTS",NC-17,"Proibido para menores de idade"
721,"REDS POCUS",PG-13,"Não recomendado para menores de 13 anos"
722,"REEF SALUTE",NC-17,"Proibido para menores de idade"
723,"REIGN GENTLEMEN",PG-13,"Não recomendado para menores de 13 anos"
724,"REMEMBER DIARY",R,"Não recomendado para menores de 17 anos"
725,"REQUIEM TYCOON",R,"Não recomendado para menores de 17 anos"
726,"RESERVOIR ADAPTATION",PG-13,"Não recomendado para menores de 13 anos"
727,"RESURRECTION SILVERADO",PG,"Não recomendado para menores de 10 anos"
728,"REUNION WITCHES",R,"Não recomendado para menores de 17 anos"
729,"RIDER CADDYSHACK",PG,"Não recomendado para menores de 10 anos"
730,"RIDGEMONT SUBMARINE",PG-13,"Não recomendado para menores de 13 anos"
731,"RIGHT CRANES",PG-13,"Não recomendado para menores de 13 anos"
732,"RINGS HEARTBREAKERS",G,"Livre para todos"
733,"RIVER OUTLAW",PG-13,"Não recomendado para menores de 13 anos"
734,"ROAD ROXANNE",R,"Não recomendado para menores de 17 anos"
735,"ROBBERS JOON",PG-13,"Não recomendado para menores de 13 anos"
736,"ROBBERY BRIGHT",R,"Não recomendado para menores de 17 anos"
737,"ROCK INSTINCT",G,"Livre para todos"
738,"ROCKETEER MOTHER",PG-13,"Não recomendado para menores de 13 anos"
739,"ROCKY WAR",PG-13,"Não recomendado para menores de 13 anos"
740,"ROLLERCOASTER BRINGING",PG-13,"Não recomendado para menores de 13 anos"
741,"ROMAN PUNK",NC-17,"Proibido para menores de idade"
742,"ROOF CHAMPION",R,"Não recomendado para menores de 17 anos"
743,"ROOM ROMAN",PG,"Não recomendado para menores de 10 anos"
744,"ROOTS REMEMBER",PG-13,"Não recomendado para menores de 13 anos"
745,"ROSES TREASURE",PG-13,"Não recomendado para menores de 13 anos"
746,"ROUGE SQUAD",NC-17,"Proibido para menores de idade"
747,"ROXANNE REBEL",R,"Não recomendado para menores de 17 anos"
748,"RUGRATS SHAKESPEARE",PG-13,"Não recomendado para menores de 13 anos"
749,"RULES HUMAN",R,"Não recomendado para menores de 17 anos"
750,"RUN PACIFIC",R,"Não recomendado para menores de 17 anos"
751,"RUNAWAY TENENBAUMS",NC-17,"Proibido para menores de idade"
752,"RUNNER MADIGAN",NC-17,"Proibido para menores de idade"
753,"RUSH GOODFELLAS",PG,"Não recomendado para menores de 10 anos"
754,"RUSHMORE MERMAID",PG-13,"Não recomendado para menores de 13 anos"
755,"SABRINA MIDNIGHT",PG,"Não recomendado para menores de 10 anos"
756,"SADDLE ANTITRUST",PG-13,"Não recomendado para menores de 13 anos"
757,"SAGEBRUSH CLUELESS",G,"Livre para todos"
758,"SAINTS BRIDE",G,"Livre para todos"
759,"SALUTE APOLLO",R,"Não recomendado para menores de 17 anos"
760,"SAMURAI LION",G,"Livre para todos"
761,"SANTA PARIS",PG,"Não recomendado para menores de 10 anos"
762,"SASSY PACKER",G,"Livre para todos"
763,"SATISFACTION CONFIDENTIAL",G,"Livre para todos"
764,"SATURDAY LAMBS",G,"Livre para todos"
765,"SATURN NAME",R,"Não recomendado para menores de 17 anos"
766,"SAVANNAH TOWN",PG-13,"Não recomendado para menores de 13 anos"
767,"SCALAWAG DUCK",NC-17,"Proibido para menores de idade"
768,"SCARFACE BANG",PG-13,"Não recomendado para menores de 13 anos"
769,"SCHOOL JACKET",PG-13,"Não recomendado para menores de 13 anos"
770,"SCISSORHANDS SLUMS",G,"Livre para todos"
771,"SCORPION APOLLO",NC-17,"Proibido para menores de idade"
772,"SEA VIRGIN",PG,"Não recomendado para menores de 10 anos"
773,"SEABISCUIT PUNK",NC-17,"Proibido para menores de idade"
774,"SEARCHERS WAIT",NC-17,"Proibido para menores de idade"
775,"SEATTLE EXPECATIONS",PG-13,"Não recomendado para menores de 13 anos"
776,"SECRET GROUNDHOG",PG,"Não recomendado para menores de 10 anos"
777,"SECRETARY ROUGE",PG,"Não recomendado para menores de 10 anos"
778,"SECRETS PARADISE",G,"Livre para todos"
779,"SENSE GREEK",R,"Não recomendado para menores de 17 anos"
780,"SENSIBILITY REAR",PG,"Não recomendado para menores de 10 anos"
781,"SEVEN SWARM",R,"Não recomendado para menores de 17 anos"
782,"SHAKESPEARE SADDLE",PG-13,"Não recomendado para menores de 13 anos"
783,"SHANE DARKNESS",PG,"Não recomendado para menores de 10 anos"
784,"SHANGHAI TYCOON",PG,"Não recomendado para menores de 10 anos"
785,"SHAWSHANK BUBBLE",PG,"Não recomendado para menores de 10 anos"
786,"SHEPHERD MIDSUMMER",R,"Não recomendado para menores de 17 anos"
787,"SHINING ROSES",G,"Livre para todos"
788,"SHIP WONDERLAND",R,"Não recomendado para menores de 17 anos"
789,"SHOCK CABIN",PG-13,"Não recomendado para menores de 13 anos"
790,"SHOOTIST SUPERFLY",PG-13,"Não recomendado para menores de 13 anos"
791,"SHOW LORD",PG-13,"Não recomendado para menores de 13 anos"
792,"SHREK LICENSE",PG-13,"Não recomendado para menores de 13 anos"
793,"SHRUNK DIVINE",R,"Não recomendado para menores de 17 anos"
794,"SIDE ARK",G,"Livre para todos"
795,"SIEGE MADRE",R,"Não recomendado para menores de 17 anos"
796,"SIERRA DIVIDE",NC-17,"Proibido para menores de idade"
797,"SILENCE KANE",R,"Não recomendado para menores de 17 anos"
798,"SILVERADO GOLDFINGER",PG,"Não recomendado para menores de 10 anos"
799,"SIMON NORTH",NC-17,"Proibido para menores de idade"
800,"SINNERS ATLANTIS",PG-13,"Não recomendado para menores de 13 anos"
801,"SISTER FREDDY",PG-13,"Não recomendado para menores de 13 anos"
802,"SKY MIRACLE",PG,"Não recomendado para menores de 10 anos"
803,"SLACKER LIAISONS",R,"Não recomendado para menores de 17 anos"
804,"SLEEPING SUSPECTS",PG-13,"Não recomendado para menores de 13 anos"
805,"SLEEPLESS MONSOON",G,"Livre para todos"
806,"SLEEPY JAPANESE",PG,"Não recomendado para menores de 10 anos"
807,"SLEUTH ORIENT",NC-17,"Proibido para menores de idade"
808,"SLING LUKE",R,"Não recomendado para menores de 17 anos"
809,"SLIPPER FIDELITY",PG-13,"Não recomendado para menores de 13 anos"
810,"SLUMS DUCK",PG,"Não recomendado para menores de 10 anos"
811,"SMILE EARRING",G,"Livre para todos"
812,"SMOKING BARBARELLA",PG-13,"Não recomendado para menores de 13 anos"
813,"SMOOCHY CONTROL",R,"Não recomendado para menores de 17 anos"
814,"SNATCH SLIPPER",PG,"Não recomendado para menores de 10 anos"
815,"SNATCHERS MONTEZUMA",PG-13,"Não recomendado para menores de 13 anos"
816,"SNOWMAN ROLLERCOASTER",G,"Livre para todos"
817,"SOLDIERS EVOLUTION",R,"Não recomendado para menores de 17 anos"
818,"SOMETHING DUCK",NC-17,"Proibido para menores de idade"
819,"SONG HEDWIG",PG-13,"Não recomendado para menores de 13 anos"
820,"SONS INTERVIEW",NC-17,"Proibido para menores de idade"
821,"SORORITY QUEEN",NC-17,"Proibido para menores de idade"
822,"SOUP WISDOM",R,"Não recomendado para menores de 17 anos"
823,"SOUTH WAIT",R,"Não recomendado para menores de 17 anos"
824,"SPARTACUS CHEAPER",NC-17,"Proibido para menores de idade"
825,"SPEAKEASY DATE",PG-13,"Não recomendado para menores de 13 anos"
826,"SPEED SUIT",PG-13,"Não recomendado para menores de 13 anos"
827,"SPICE SORORITY",NC-17,"Proibido para menores de idade"
828,"SPIKING ELEMENT",G,"Livre para todos"
829,"SPINAL ROCKY",PG-13,"Não recomendado para menores de 13 anos"
830,"SPIRIT FLINTSTONES",R,"Não recomendado para menores de 17 anos"
831,"SPIRITED CASUALTIES",PG-13,"Não recomendado para menores de 13 anos"
